Title/Subtitle,Checkouts - Local Patrons,Checkouts - Visiting Patrons
Potato pants!,10,1
Potatoes,2,0
Potions & parameters,17,0
Potluck,0,0
The pout-pout fish,20,1
The pout-pout fish goes to school,22,0
The pout-pout fish in the big-big dark,16,1
The powder puff puzzle,0,0
Power and glory,1,0
Power at the plate,54,0
Power forward,0,0
Power machines,3,0
The power of her pen : the story of groundbreaking journalist Ethel L. Payne,1,0
Power of the fire dragon,31,0
The power of the force,4,0
Power play,1,0
Power play,5,0
Powerful waves,0,0
Powerful words : more than 200 years of extraordinary writing by African Americans,0,0
"The powerful world of energy with Max Axiom, super scientist",20,0
Powerhouse : inside a nuclear power plant,0,0
The Powhatan Indians,0,0
Powwow Day,6,0
Powwow's coming,0,0
Prairie primer : A to Z,5,0
The prairie thief,48,1
Precious and the Boo Hag,0,0
Predators!,0,0
Predators,19,2
Un pregón de frutas,6,1
Prehistoric life,13,1
Prehistoric world,0,0
Prehistoric world,2,0
A present for Mrs. Kazinski,0,0
Presenting reader's theater : plays and poems to read aloud,0,1
President Barack Obama,9,0
President Pennybaker,16,0
President Squid,22,0
"Presidential pets : the weird , wacky, little, big, scary, strange animals that have lived in the White House",4,0
Presidents' Day,4,0
Presidents' Day,7,0
"Presiona Empezar! Super chico conejo, super cargado!",32,0
Press here,27,2
The pretender,1,0
Pretty Polly,0,0
Prietita and the ghost woman = Prietita y la Llorona,6,2
Primary source accounts of the Revolutionary War,1,0
La primavera,5,1
El primer beso de Froggy,46,0
Primer día en las uvas,0,0
La primera luna llena de gatita,28,0
Prince Bertram the Bad.,0,0
Prince Caspian : the return to Narnia,5,1
Prince Fly Guy,46,0
Prince of the elves / AMULET,166,9
Prince William,0,0
Princes and princesses,14,0
La princesa and the pea,14,2
La princesa de los manantiales : cuento de Brasil,0,0
La Princesa de Negro,56,6
La Princesa de Negro se va de vacaciones,18,1
La Princesa de Negro y la fiesta perfecta,27,1
La Princesa de Negro y los conejitos hambrientos,15,1
Princess Academy,7,0
Princess adventure stories,74,2
The princess and the goblin,1,0
The princess and the pea,9,0
The princess and the pea,33,1
The princess and-- the peas and carrots,14,0
The princess and the pig,79,2
The Princess and the pit stop,3,0
The princess and the pony,7,0
The princess and the warrior : a tale of two volcanoes,4,1
Princess Arabella at the museum,2,0
Princess bedtime stories.,280,8
Princess Ellie to the rescue,22,0
Princess Ellie's secret,15,0
Princess Ellie's starlight adventure,1,0
Princess Furball,6,1
Princess Grace of Monaco,13,0
Princess Hyacinth : the surprising tale of a girl who floated),4,0
The princess in black,109,3
The Princess in Black and the bathtime battle,4,1
The Princess in Black and the hungry bunny horde,53,1
The Princess in Black and the mermaid princess,4,1
The Princess in Black and the mysterious playdate,17,1
The Princess in Black and the perfect princess party,48,4
The Princess in Black and the science fair scare,11,2
The Princess in Black takes a vacation,21,1
Princess Kiko of Japan,9,0
Princess Labelmaker to the rescue! : an Origami Yoda book,23,0
Princess Leia : royal rebel,2,0
Princess of the press : the story of Ida B. Wells-Barnett,0,0
Princess Penelope's parrot,4,2
Princess Pigtoria and the pea,19,1
Princess Smartypants rules,11,0
Princess Sonora and the long sleep,1,0
The princess test,10,0
Princess Truly in I am Truly,5,0
The principal from the Black Lagoon,8,0
The principal strikes back,0,0
El príncipe Hombre Mosca,14,0
Prisoner B-3087,1,0
Prisoner of the ant people,1,0
Prisoners of the sun,17,0
Private I. Guana : the case of the missing chameleon,6,0
Priya dreams of marigolds & masala,23,2
Pro basketball megastars,9,1
The Problem Child.,29,0
The problem with here is that it's where I'm from,29,0
La profecía,17,5
Professional learning communities at work plan book,1,1
Projects about colonial life,2,0
Projects with flight,4,0
Projects with machines,0,0
The Prophet of Yonwood,2,0
"Protecting our air, land, and water",1,0
The proudest blue : a story of hijab and family,9,1
El proyecto Barnabus,0,0
Prudence wants a pet,65,0
Las pruebas de Morrigan Crow,23,1
Pruna y Perlita,6,0
P.S. be eleven,2,0
The PS Brothers,41,0
P.S. longer letter later,0,0
Pteranodon,10,0
El pterodactilo,6,0
Ptolemy's gate,2,0
Public school superhero,14,0
Puddle,1,0
The Pueblo Indians,0,0
El pueblo seguirá,0,0
Puedo jugar yo también?,48,8
Puerto Rico,8,0
Puerto Rico,9,0
Puffling patrol,2,0
Pulgada a pulgada,9,1
Pulleys and gears,1,0
Pulleys and gears,3,0
Pulleys in my makerspace,1,0
El pulpo se escapa,1,1
[Pult'anŭn tosi rŭl kuhara],2,0
"Pum, cuac, muu : una loca aventura",4,0
Puma range,14,1
The pumpkin book,10,1
Pumpkin fiesta,11,0
Pumpkin Jack,14,0
"Pumpkin, pumpkin",3,0
The pumpkin smasher,7,0
Punctuation takes a vacation,29,1
Punk Farm : on tour,11,1
Punky Aloha,8,1
El punto,11,1
Punxsutawney Phyllis,6,0
Pup and hound,13,0
The puppeteer's apprentice,1,0
The puppy book,17,0
Puppy in a puddle,10,0
Puppy Mudge loves his blanket,5,0
Puppy power,2,0
The puppy problem,2,0
Purple climbing days,0,0
The purple coat,3,0
Purple death : the mysterious flu of 1918,2,0
The purple turkey and other Thanksgiving riddles,5,0
Pushing up the sky : seven native American plays for children,1,0
Puss in Boots,4,0
Puss in Boots = El Gato con Botas,0,1
Put me in the zoo,22,0
A puzzle for Princess Ellie,12,0
Puzzle maps U.S.A,1,0
The puzzler's mansion,25,4
The puzzling world of Winston Breen,7,0
Pyramid,2,0
Pyramid,6,0
Pyramids,3,0
Pyramids of ancient Egypt,0,0
Pyramids of Egypt,2,0
Pythons,14,0
Q is for duck : an alphabet guessing game,13,0
Quackers,8,2
Quakes!,2,0
Quanah Parker,2,0
The quarreling book,0,0
Quarterback scramble,81,0
Qué asco de bichos! ; y El cocodrilo enorme,8,0
Qué es votar?,0,0
Qué hay en la caja?,4,0
Qué montón de tamales!,3,0
Qué nervios! : el primer día de escuela,5,1
Qué puedo hacer con arcilla?,1,0
Queen Christina of Sweden,4,0
Queen Elizabeth I of England,12,0
The Queen of Kindergarten,0,1
Queen of the Empire,13,0
Queen Rania Al-Abdullah,10,0
Queen Rania of Jordan,27,0
"The queen, the bear and the bumblebee",4,0
Queen Victoria's bathing machine,3,0
The queen who couldn't bake gingerbread,3,0
Queen's own fool : a novel of Mary Queen of Scots,2,0
Quentin Fenton Herter three,0,0
Querida Sra. LaRue : cartas desde la academia canina,39,0
The quest begins,16,0
The quest for paradise : the return to the Kingdom of Fantasy / book 2,165,0
The quest for snacks,0,0
Quest for the queen,6,0
Queste,4,1
Question & answer book,3,0
Question Boy meets Little Miss Know-It-All,11,0
Questions and answers about bees,0,0
Quick as a cricket,2,0
Quick facts about the U.S.A,2,0
The quicksand book,27,0
The quicksand question,20,0
Quidditch through the ages,7,0
Quien es el Misterioso Lector?,5,0
Quién es Malala Yousafzai?,0,0
Quién es Neil Armstrong?,9,0
Quién es tu momia?,5,1
Quién fue Abraham Lincoln?,11,0
Quien fue Albert Einstein?,1,0
Quién fue Amelia Earhart?,1,0
Quién fue Ana Frank?,3,0
Quién fue el rey Tut?,0,0
Quién fue Fernando de Magallanes?,0,0
Quién fue George Washington?,14,0
Quién fue Harriet Beecher Stowe?,0,0
Quien fue Harry Houdini?,0,0
Quién fue Helen Keller?,8,0
Quién fue la Madre Teresa?,1,0
Quién fue Leonardo da Vinci?,6,0
Quién fue Louis Armstrong?,1,1
Quién fue Marco Polo?,6,0
Quién fue Marie Curie?,2,0
"Quién fue Martin Luther King, Jr.?",14,1
Quién fue Nelson Mandela?,0,1
Quién fue Pablo Picasso?,9,0
Quién fue Roberto Clemente?,2,1
Quién fue Rosa Parks?,0,0
Quién fue Steve Jobs?,6,0
Quién fue Thomas Alva Edison?,8,0
Quién fue Walt Disney?,18,0
Quién puede votar?,0,0
Quiénes fueron los Beatles?,2,0
Quiénes fueron los hermanos Wright?,1,0
The Quillan games,2,0
Quillworker : a Cheyenne legend,1,0
The quilt,0,0
Quilt alphabet,0,0
The quilt-block history of pioneer days with projects kids can make,0,0
The quilt story,0,0
The quiltmaker's journey,0,0
Quit calling me a monster!,6,0
Quita tus patas de mi libro!,3,0
"Qwerty Stevens, back in time : the Edison mystery",0,0
"Qwerty Stevens, stuck in time with Benjamin Franklin",1,0
Rabbit makes a monkey of lion : a Swahili tale,0,0
The rabbit problem,0,0
Rabbit & Robot and Ribbit,2,0
Rabbit & Robot : the sleepover,21,0
Rabbits,22,0
Rabbits,22,0
Rabbits,26,1
Rabbit's bad habits,59,3
Rabbit's snow dance : a traditional Iroquois story,2,0
Raccoons,0,0
Raccoons,5,0
The race across America,97,0
Race cars,17,0
Race cars,45,1
Race forever,10,0
Race through space,0,0
Rachel's journal : the story of a pioneer girl,2,0
Racing to the finish : teamwork at 200 MPH!,4,0
Racso and the rats of NIMH,0,0
Rad American women A-Z,0,0
"Rad women worldwide : artists and athletes, pirates and punks, and other revolutionaries who shaped history",0,0
Radiant child : the story of young artist Jean-Michel Basquiat,2,0
Radical robots : can you be replaced?,1,0
Radio Man : Don Radio : a story in English and Spanish,0,0
Raffi's top 10 songs to read.,3,0
Rafi y Rosi,2,0
"Rafi y Rosi, Carnaval!",3,0
"Rafi y Rosi, música!",4,0
Rafi y Rosi : piratas!,3,0
The raft,0,0
Ragweed,0,0
Ragweed's farm dog handbook,7,0
"Rah, rah, radishes! : a vegetable chant",9,0
Raiders' ransom,3,0
The railway children,0,0
Railways & trains,4,1
Rain,1,0
Rain,4,0
Rain,7,0
The rain came down,8,1
The rain dragon rescue,3,0
The rain dragon rescue,7,0
Rain forest,0,0
Rain forest,0,0
Rain forest,0,0
Rain forest,2,0
The rain forest,5,1
Rain forest animals,7,0
Rain forest babies,2,0
Rain forest rap,0,0
Rain forest secrets,0,0
Rain forests,0,0
Rain forests,0,0
Rain forests : a nonfiction companion to Afternoon on the Amazon,1,0
Rain rain rivers,0,0
Rain reign,15,0
Rain romp : stomping away a grouchy day,6,2
Rain school,17,0
The rainbabies,0,0
Rainbow : a first book of pride,0,0
The rainbow book of American folk tales and legends,3,0
The rainbow bridge : inspired by a Chumash tale,2,0
The rainbow fish,31,1
The rainbow fish = [Cai hong yu],0,0
The rainbow fish = [Mujigae mulkogi],2,0
The rainbow fish = [Niji no sakana],3,0
The rainbow fish = [Raduzhnaya ryba],5,1
Rainbow Fish to the rescue!,23,1
The rainbow goblins,28,0
The rainbow hand : poems about mothers and children,6,0
A rainbow of my own,13,0
Rainbow the koala,5,1
Rainbow weaver = Tejedora del arcoíris,7,2
Rainforest explorer,2,0
Rainforest wildlife,2,0
Raining cats and dogs,3,0
A rainy day,0,0
A rainy day,4,2
Rainy morning,12,0
Raising the flag : the Battle of Iwo Jima,4,0
Raising the roof,9,0
Rakkety Tam,1,0
Ralph S. Mouse,0,0
Ralph's frozen tale,8,0
Ramadan and Id al-Fitr,2,0
The ramble shamble children,2,0
Ramen for everyone,0,0
Ramón el gruñón,2,0
Ramona and her father.,1,0
[Ramona and her father / 雷夢拉和爸爸 -Léi mèng lā hé bàba,0,0
Ramona and her mother,5,0
Ramona empieza el curso,2,0
Ramona forever,8,2
Ramona la chinche,0,0
"Ramona Quimby, age 8",1,3
Ramona the brave,6,0
Ramona the pest,0,0
Ramona's world,1,0
Ramps and wedges,1,0
Ramps and wedges,2,0
El rancho despierta,3,1
Rand McNally children's atlas of the United States.,0,0
The Random House book of 1001 questions and answers about the human body,2,0
The Random House book of Mother Goose,0,0
The Random House book of poetry for children,1,0
Randy Johnson : Arizona heat,1,0
Rap a tap tap : here's Bojangles-- think of that!,1,0
Rapunzel,2,1
Rapunzel,9,0
Rapunzel,37,0
Rapunzel,67,0
Rapunzel : a day to remember,50,0
Rapunzel : a fairy tale,14,0
Rapunzel's revenge,43,1
Rashad's Ramadan and Eid al-Fitr,3,0
Rat stew,0,0
The Rat with the Human Face,2,0
Rata-pata-scata-fata : a Caribbean story,6,0
The ratastrophe catastrophe,2,0
La ratita presumida,16,1
El ratoncito de la moto,6,0
Rats!,0,0
Rats,4,0
Rattlesnakes,36,1
Raven : a trickster tale from the Pacific Northwest,8,0
Raven rise,5,0
Ravens,4,0
Raven's gate,3,0
"Raw head, bloody bones : African-American tales of the supernatural",0,0
Raymie Nightingale,0,0
Raymond's perfect present,10,0
Razia's ray of hope : one girl's dream of an education,4,0
La razón de estar contigo,11,0
La razon de ser de una flor,5,1
Razzle dazzle unicorn : another Phoebe and her unicorn adventure,64,1
Re-cycles,3,0
"Read a rhyme, write a rhyme : poems",2,0
Read-aloud rhymes for the very young,0,1
Read anything good lately?,0,0
"Read it, don't eat it!",15,0
Reading about the peregrine falcon,1,0
Reading Beauty,0,0
Ready to fly,22,1
The real boy,1,0
Real friends,90,5
The real Mother Goose,0,0
The Real Mother Goose,1,0
The real story of stone soup,10,1
The real true friend,2,0
The reality bug,2,0
Reality leak,0,0
The really fearsome blood-loving vampire bat : and other creatures with strange eating habits,1,1
"Really, really big questions : about life, the universe, and everything",1,0
"Really, really big questions : about life, the universe, and everything",8,0
The realms of the gods,1,0
The reason for a flower,0,0
The reason for a flower,13,0
The reason for the seasons,2,0
The reasons for seasons,3,0
Rebound,3,1
The rebus treasury,0,0
Recess at 20 below,2,2
The recess mess,9,2
The Recess Queen,68,1
La receta secreta,7,1
Rechenka's eggs,4,1
Recipe for disaster!,1,0
Recipe for disaster,12,0
"Reconstruction and reform, 1865-1870",1,0
Recycle,3,0
Recycling paper,0,0
Red : a crayon's story,14,2
The red badge of courage,0,0
Red berry wool,8,0
Red fox,8,0
Red foxes,13,1
Red is a dragon : a book of colors,3,0
Red kayak,0,0
"Red leaf, yellow leaf",4,1
Red means good fortune : a story of San Francisco's Chinatown,0,0
Red Panda & Moon Bear,75,6
The red pencil,2,0
Red pizzas for a blue count,70,0
The red poppy,1,0
The red pyramid,72,0
The red racer,9,0
Red ridin' in the hood : and other cuentos,4,0
Red Riding Hood,2,0
Red scarf girl : a memoir of the Cultural Revolution,1,0
Red sings from treetops : a year in colors,2,0
Red : the true story of Red Riding Hood,1,1
Red thread sisters,20,0
"Red, white, and blue: the story of the American flag.",3,0
"Red, white, and whole",0,0
Redbird,9,0
"Reduce, reuse, recycle",7,0
Redwall,0,2
Redwall : the graphic novel,31,0
"A refreshing look at renewable energy with Max Axiom, super scientist",14,0
Refugee,13,1
Refugiado,6,1
El regalo pingüino emperador,1,0
"Regarding the bees : a lesson, in letters, on honey, dating, and other sticky subjects",2,0
"Regarding the fountain : a tale, in letters, of Liars and Leaks",1,0
Regarding the trees : a splintered saga rooted in secrets,3,0
Una reina del drama con muchos humos,13,0
The reindeer people,1,0
El reino escondido,8,1
The reinvention of Moxie Roosevelt,14,0
The relatives came,2,2
Religion,1,0
Religions around the world : investigate the beliefs and faiths of people everywhere.,1,0
Remaking the earth : a creation from the Great Plains of North America,0,0
The remarkable Benjamin Franklin,1,0
The remarkable journey of Coyote Sunrise,12,1
The remember balloons,6,1
Remember Pearl Harbor : American and Japanese survivors tell their stories,4,0
"Remember Valley Forge : patriots, Tories, and redcoats tell their stories",1,0
The remembering stone,0,0
Remembering Vera,2,0
Renyi picture dictionary. Chinese and English.,4,0
Replay,1,0
The report card,9,1
The reproductive system,0,0
Reptile,0,0
Reptile,42,2
The reptile room,17,0
Reptiles,10,0
Reptiles,14,0
Reptiles and amphibians,8,0
Reptiles and amphibians,23,0
Reptiles and amphibians dictionary : an A to Z of cold-blooded creatures,19,0
"Los reptiles voladores : clasificación por velocidad, fuerza e inteligencia",6,0
The rescue,3,0
Rescue boats,19,0
Rescue & Jessica : a life-changing friendship,15,0
Rescue Josh McGuire,0,0
Rescue on the Oregon trail,63,0
Resist : 35 profiles of ordinary people who rose up against tyranny and injustice,0,0
Respect and take care of things = Respetar y cuidar las cosas,0,0
Respecting others,3,0
Restart,2,0
Return of the home run kid,1,0
Return of the homework machine,10,0
Return of the jedi : a storybook,4,0
The return of the killer cat,4,0
Return of the shadows,6,0
The return of Zita the spacegirl,74,0
Return to Del,7,0
Return to Howliday Inn,2,0
The Revenge of the Baby-Sat : a Calvin and Hobbes collection,36,1
The revenge of the McNasty brothers,3,0
Revolution!,2,0
The revolutionary John Adams,4,0
The Revolutionary War : America's fight for freedom,1,0
Revolutionary war on Wednesday.,33,1
Revolutionary Women (in more ways than one).,1,0
Revver the speedway squirrel,2,1
Rex,12,1
Rex Tabby : cat detective,9,0
Rez dogs,0,0
Rhinos,4,0
Rhinos,6,0
Rhode Island,9,0
Rhode Island,11,0
Rhythm of the rocks songbook : a multicultural musical journey,1,0
Ribsy,0,0
Rice,2,0
Richard Wright and the library card,1,0
The richest kids in town,2,0
Rickshaw girl,0,0
Ricky Ricotta y el poderoso robot contra los meca monos de Marte : la cuarta novela de aventuras,22,0
Ricky Ricotta's mighty robot : an adventure novel,46,0
Ricky Ricotta's mighty robot vs. the Jurassic Jackrabbits from Jupiter : the fifth robot adventure novel,45,0
Ricky Ricotta's mighty robot vs. the mecha-monkeys from Mars : the fourth robot adventure novel,42,1
Ricky Ricotta's mighty robot vs. the mutant mosquitoes from Mercury : the second robot adventure novel,39,0
Ricky Ricotta's mighty robot vs. the stupid stinkbugs from Saturn : the sixth robot adventure novel,50,0
Ricky Ricotta's Mighty Robot vs. the Uranium unicorns from Uranus : the seventh robot adventure novel,45,0
Ricky Ricotta's mighty robot vs. the voodoo vultures from Venus : the third adventure novel,45,0
"The riddle of the drum : a tale from Tizap‚an, Mexico",32,1
The riddle of the red purse,3,0
Riddles and more riddles!,32,1
Riddles to take on vacation,4,0
Ride a purple pelican,0,0
Ride by moonlight,3,0
"Ride, Fly Guy, ride!",64,1
Ridin' dinos with Buck Bronco : as told to,10,0
Riding freedom,4,0
Riding sound waves,1,0
Riding to Canonbie : poems,0,0
Ripley's Believe it or Not-Creepy stuff,1,0
Ripley's believe it or not! : planet eccentric.,32,0
Ripley's believe it or not : prepare to be shocked!,16,0
Ripley's believe it or not! : special edition 2004.,15,0
Ripley's believe it or not! : Special Edition 2006,8,0
Ripley's believe it or not : special edition 2009.,20,0
Ripley's believe it or not : special edition 2010,10,0
Ripley's believe it or not : special edition 2016.,11,0
The rise (and falls) of Jackie Chan,2,0
The rise of scourge,15,0
Rise of the balloon goons,3,0
Rise of the earth dragon,153,2
Rise of the Evening Star,5,0
Rise of the rebels,13,0
Rising storm,28,0
The river,1,1
River animals,3,0
A river dream,0,0
River explorer,2,0
A river of words : the story of William Carlos Williams,1,0
River Otter,4,0
River otters,0,0
A river ran wild : an environmental history,0,0
River roads west : America's first highways,0,0
Rivers,0,0
Rivers,3,0
Rivers,30,1
Rivers and streams,7,0
Rivers of fire,0,0
The rivers of Zadaa,3,0
The road to Inconceivable,0,0
The road to Memphis,0,0
The road to Memphis,0,0
The road to Paris,1,0
Roald Dahl's revolting recipes,1,0
Roald Dahl's Revolting rhymes,0,0
Roald Dahl's tales of the unexpected.,3,0
Roanoke : the lost colony : an unsolved mystery from history,0,0
Roar of the thunder dragon,32,0
The robe of skulls,2,0
Robert the rose horse,19,1
Roberto : the insect architect,8,1
Robin Hood and his Merry Men,2,0
Robin's country,0,0
Roblox top adventure games,26,0
Robo-Dodo rumble,3,0
"Robo-Rabbit Boy, go!",22,4
Robot,17,0
Robot,48,3
Robot dreams,55,1
Robots,5,0
"Robots and drones : past, present, and future",0,0
Robots go wild!,4,0
Robots & repeats,32,0
Rocas ígneas,8,0
Rocas sedimentarias,9,0
The rock cycle,12,0
Rock formations,7,0
A rock grows up : the Pacific Northwest up close and personal,6,1
"Rock Jaw, master of the eastern border",91,0
Rock star,5,0
The rocket book,0,0
Rockets : defying gravity,1,0
Rocks.,0,0
Rocks,6,0
Rocks,11,0
Rocks,19,1
Rocks and fossils,20,0
Rocks and minerals,8,0
Rocks and minerals,11,1
Rocks and minerals,23,2
Rocks and minerals : facts at your fingertips.,20,0
Rocks and minerals : geology from caverns to the cosmos,0,0
Rocks and Soil,2,1
"Rocks : hard, soft, smooth, and rough",17,0
Rocks & minerals,10,0
Rocks & minerals,56,3
Rocks & minerals <of the world>,39,0
Rockwell a boy and his dog,1,0
Rocky Mountain National Park,1,0
Rocky road trip,7,0
The rocky road trip of Lydia Goldblatt & Julie Graham-Chang,33,0
Rodzilla,4,0
Rodzina,0,0
Roger Williams,0,0
Roget's children's thesaurus.,1,0
"Roll of thunder, hear my cry",3,1
Roller Girl,37,0
Rolling Harvey down the hill,0,0
Rolypolyology,1,1
Roman life : Roman life,0,0
A Roman soldier's handbook,1,0
Romeo and Juliet,0,0
The Romeo and Juliet code,15,0
Romeo and Juliet--together (and alive!) at last,0,0
Romeo & Juliet,1,0
Romeow & Drooliet : with a wag of the tale to William Shakespeare,3,0
Romina's rangoli,6,0
Una rompecorazones no muy afortunada,33,3
Ron's big mission,11,1
Room for everyone,3,2
Room for Ripley,1,1
The room of wonders,0,0
Room one : a mystery or two,4,0
Room to dream,2,1
A room with a zoo,0,0
The rooster and the weather vane,6,0
The rooster's horns : a Chinese puppet play to make and perform,0,0
Rooster's off to see the world,11,1
Roots,10,0
Rosa,7,0
Rosa Parks,0,0
Rosa Parks,4,0
Rosa Parks,5,0
Rosa Parks : a life of courage,4,0
Rosa Parks and the Montgomery bus boycott,2,0
"Rosa Pionera, ingeniera",0,0
"Rosa Pionera, ingeniera",7,0
Las Rosas Inglesas.,35,0
The rose in my garden,0,0
"Roses are pink, your feet really stink",16,0
Rosetown,1,0
Rosie Revere and the Raucous Riveters,30,1
"Rosie Revere, engineer",19,0
Rosita y Conchita : a rhyming storybook in English & Spanish,89,1
"Rosy Cole's memoir explosion : a heartbreaking story about losing friends, annoying family, and ruining romance",3,0
"Rosy Cole's worst ever, best yet tour of New York City",4,0
Rosy la patita,7,1
"Rot, ¡el más guapo del mundo!",3,0
"Rot, the bravest in the world!",5,0
"Rot, the cutest in the world!",4,0
Rotten Ralph,1,0
The rotten romans,0,0
Rottweilers,13,0
Rough and ready prospectors,0,0
The rough-face girl,4,0
The rough patch,7,1
Roughing it on the Oregon Trail,15,1
Round is a mooncake : a book of shapes,9,1
Round is a tortilla : a book of shapes,1,0
Rowan and the Keeper of the Crystal,0,0
Rowan and the Travelers,1,0
Rowan and the Zebak,0,0
Rowan of Rin,2,0
Rowley Jefferson's Awesome friendly adventure,10,2
Roxaboxen,0,0
Roxie and the hooligans,0,0
A royal ride : Catherine the Great's great invention,1,0
"RT, Margaret, and the rats of NIMH",0,0
Rub-a-dub suds,7,0
Rubí el hada roja,23,0
Rubia and the three osos,15,1
Ruby and the Sniffs,0,0
Ruby finds a Worry,16,0
Ruby Goldberg's bright idea,7,0
Ruby Holler,2,0
The ruby princess sees a ghost.,25,0
Ruby Rose off to school she goes,1,0
Ruby the copycat,6,0
"Ruby, the red fairy",91,0
Ruby's wish,3,0
Rude giants,0,0
Rufus.,0,0
Ruined : a novel,5,0
Rulers of the playground,9,0
Rules,21,1
Rules of the house,4,0
Rump : the true story of Rumpelstiltskin,49,3
Rumpelstiltskin,9,0
Rumpelstiltskin,12,1
Rumpelstiltskin's daughter,13,1
Run salmon run,1,0
The Runaway King,7,0
The runaway latkes,14,1
The runaway piggy,2,0
The runaway racehorse,14,0
Runaway radish,18,0
Runaway Ralph,0,0
The runaway rice cake,6,0
The runaway tortilla,40,0
The runaway wok : a Chinese New Year tale,46,0
Running backs,9,0
Running out of time,2,0
Runny Babbit : a billy sook,5,0
Runny Babbit returns,2,0
Runt,0,0
Rushmore,2,0
Russell and the lost treasure,4,0
Russia,2,1
Russia,9,0
"Russia, the culture",4,0
Russian food and drink,1,0
Ruth Bader Ginsburg,0,1
Ruth Bader Ginsburg : the case of R.B.G. vs. inequality,1,0
Ruth Law thrills a nation,0,0
Ruth objects : the life of Ruth Bader Ginsburg,0,0
S is for salmon : a Pacific Northwest alphabet,0,0
Miles Morales shock waves : a Spider-Man graphic novel,2,0
Miles Morales stranger tides : a Spider-Man graphic novel,1,0
S-S-S-snakes!,13,0
Sábado,5,0
Sábado = Saturday,1,1
Una sabelotodo no tan lista,13,1
Sabertooths and the Ice Age : a nonfiction companion to Sunset of the sabertooth,7,0
Sabotaged,14,0
Sabriel,4,0
Sacagawea,2,0
Sacagawea,3,0
Sacajawea : Shoshone trailblazer,0,0
Sack attack!,9,0
Sacred places,0,0
The Sacrifice,6,0
Sadako,1,0
Sadako and the thousand paper cranes,0,0
Safari,4,0
Safari in South Africa : adventures of Riley,8,0
Safe at home : a Comeback Kids novel,7,0
A safe home for manatees,10,1
Saffy's angel,0,0
Saguaro cactus,2,0
Sahara special,0,0
[Sāhir dant ke doctor ke pas gayan] = Sahir goes to the dentist,0,0
Sail! : can you command a sea voyage?,0,0
Sailors of the U.S. Navy,23,1
Saint George and the dragon,2,0
Saint George and the dragon : a golden legend,1,0
Sal boat : a boat by Sal,3,0
Sal & Gabi break the universe,11,0
Sal & Gabi break the universe,16,4
Salamander rain : a lake & pond journal,0,0
The salamander spell : a prequel to the tales of the frog princess,5,0
Salamanders,3,0
Salamanders,7,0
Salimos zumbando.,2,1
La Salle : explorer of the Mississippi,0,0
Salmon,2,0
Salmon,2,0
Salmon,3,0
Salmon,3,0
The salmon,4,0
Salmon,6,0
Salmon,6,0
Salmon,6,1
Salmon forest,0,0
Salmon migration,5,4
Salmon migration,6,0
Salmon nation : people and fish at the edge,1,0
Salmon stream,13,0
Los salmones,2,0
The salmon's journey,1,0
Salsa : un poema para cocinar : a cooking poem,0,0
Salt and Pepper at the Pike Place Market,0,0
Salt in his shoes : Michael Jordan in pursuit of a dream,17,0
"Salt water taffy : the seaside adventures of Jack & Benny. [2], A climb up Mt. Barnabas",9,0
"Salt water taffy : the seaside adventures of Jack & Benny. [3], The truth about Dr. True",12,0
"Salt water taffy Vol. 1, ""The legend of Old Salty"" / : the seaside adventures of Jack & Benny",12,0
Saltwater taffy,4,0
Sam and the firefly,2,0
Sam & Dave dig a hole,15,0
Sam & Eva,1,0
Sam Johnson and the blue ribbon quilt,0,0
Sam Samurai,0,0
"Sam, the most scaredy-cat kid in the whole world",3,0
Sam y Leo cavan un hoyo,8,0
Samantha saves the day : a summer story,2,0
Samantha the snob,4,0
Samanthasaurus Rex,3,0
Same here! : the differences we share,0,0
"Same, same but different",3,0
The same stuff as stars,0,0
The same wind,4,0
Sammy Keyes and the curse of Moustache Mary,2,0
Sammy Keyes and the Hollywood mummy,4,0
Sammy Keyes and the hotel thief,3,0
Sammy Keyes and the runaway elf,5,0
Sammy Keyes and the search for Snake Eyes,3,0
Sammy Keyes and the Sisters of Mercy,2,0
Sammy Keyes and the skeleton man,1,0
Sammy Keyes and the wild things,3,0
Sammy Sosa,0,0
Sammy Sosa : heroe del jonron!,4,0
The samoyed,6,1
"Saṃsāra meṃ svāgata hai, bacce! = Welcome to the world baby",4,0
Samson Svenson's baby,5,0
Samuel Adams,0,0
Samuel Eaton's day : a day in the life of a Pilgrim boy,0,0
Samurai,8,0
Samurai chess : mastering strategic thinking through the martial art of the mind,8,0
San Diego.,4,0
San Francisco 49ers,8,0
San Francisco 49ers,11,0
"Sana, sana, colita de rana",7,1
El sancocho del s‚abado,11,1
Sand,0,0
Sand cake,5,0
Sand castle,2,0
The sandman,0,0
Sandry's book,3,0
The sands of time : a Hermux Tantamoq adventure,0,0
The sandwich swap,63,1
Santa Cow Island,0,0
Santa knows,27,0
"Santa paws, our hero",0,0
Santa's moose,32,2
Santiago y el talismán de la luz,4,0
"Sapo y Sepo, inseparables",11,0
Sapo y Sepo son amigos,19,0
Sapo y Sepo todo el ano,10,0
"Sapo y Sepo, un año entero",11,0
The sapphire princess hunts for treasure.,21,0
The sapphire princess meets a monster.,31,0
Sara y el misterio de la niña fantasma,2,1
Sarah Morton's day : a day in the life of a Pilgrim girl,0,0
"Sarah, plain and tall",0,0
"Sarah, plain and tall",36,1
